color,director_name,movie_facebook_likes,plot_keywords,genres,actor_1_name,imdb_score,movie_title,combine
 Black and White,William Arntz,2000,consciousness photographer radical science scientist,Comedy Documentary Drama Fantasy Mystery Sci-Fi,Marlee Matlin,5.4,what the #$*! do we (k)now!?, Black and White William Arntz Marlee Matlin Comedy Documentary Drama Fantasy Mystery Sci-Fi consciousness photographer radical science scientist
Color,Ed Gass-Donnelly,0,car fire evil hospital hotel prophecy,Drama Horror Thriller,Muse Watson,4.0,the last exorcism part ii,Color Ed Gass-Donnelly Muse Watson Drama Horror Thriller car fire evil hospital hotel prophecy
Color,Richard Linklater,92000,12 year time span coming of age domestic abuse growing up separated parents,Drama,Ellar Coltrane,8.0,boyhood,Color Richard Linklater Ellar Coltrane Drama 12 year time span coming of age domestic abuse growing up separated parents
Color,Woody Allen,0,english garden fake drowning fake parent musical instrument poker the card game,Comedy Crime Mystery,Scarlett Johansson,6.7,scoop,Color Woody Allen Scarlett Johansson Comedy Crime Mystery english garden fake drowning fake parent musical instrument poker the card game
Color,Tim Burton,0,astronaut cage planet wilhelm scream year 2029,Action Adventure Sci-Fi Thriller,Cary-Hiroyuki Tagawa,5.7,planet of the apes,Color Tim Burton Cary-Hiroyuki Tagawa Action Adventure Sci-Fi Thriller astronaut cage planet wilhelm scream year 2029
Color,DJ Pooh,842,african american stereotype car wash rent roommate threatening telephone call,Comedy,Angell Conwell,4.6,the wash,Color DJ Pooh Angell Conwell Comedy african american stereotype car wash rent roommate threatening telephone call
Color,DJ Pooh,118,adult diaper diaper digit in title dream sawed off shotgun,Comedy,Mo'Nique,4.0,3 strikes,Color DJ Pooh Mo'Nique Comedy adult diaper diaper digit in title dream sawed off shotgun
Color,Wayne Kramer,762,female pubic hair girl in panties leg spreading public nudity sex in bed,Crime Drama Fantasy Romance,Estella Warren,7.0,the cooler,Color Wayne Kramer Estella Warren Crime Drama Fantasy Romance female pubic hair girl in panties leg spreading public nudity sex in bed
 Black and White,John Huston,0,cowboy divorce horse sexy wild horse,Drama Romance Western,Montgomery Clift,7.4,the misfits, Black and White John Huston Montgomery Clift Drama Romance Western cowboy divorce horse sexy wild horse
Color,Patrick Stettner,576,boy radio show social worker telephone wisconsin,Crime Mystery Thriller,Robin Williams,5.9,the night listener,Color Patrick Stettner Robin Williams Crime Mystery Thriller boy radio show social worker telephone wisconsin
Color,James Melkonian,138,critically bashed mafia police telephone unemployment,Comedy Crime,Vincent Pastore,4.6,the jerky boys,Color James Melkonian Vincent Pastore Comedy Crime critically bashed mafia police telephone unemployment
Color,Wes Craven,0,evil killer murder psychopath serial killer,Horror Mystery Thriller,Frank Grillo,4.8,my soul to take,Color Wes Craven Frank Grillo Horror Mystery Thriller evil killer murder psychopath serial killer
Color,J.A. Bayona,11000,dead children ghost missing child orphan orphanage,Drama Mystery Thriller,Geraldine Chaplin,7.5,the orphanage,Color J.A. Bayona Geraldine Chaplin Drama Mystery Thriller dead children ghost missing child orphan orphanage
Color,Michael Tiddes,0,bare breasts parody sexual innuendo slip and fall squirting orgasm,Comedy Fantasy,Ashley Rickards,4.7,a haunted house 2,Color Michael Tiddes Ashley Rickards Comedy Fantasy bare breasts parody sexual innuendo slip and fall squirting orgasm
Color,Roger Avary,0,bisexual college drug dealer drugs student,Comedy Drama Romance,Ian Somerhalder,6.7,the rules of attraction,Color Roger Avary Ian Somerhalder Comedy Drama Romance bisexual college drug dealer drugs student
Color,Alfred Hitchcock,414,1960s agent cuba intelligence spy,Drama Thriller,Roscoe Lee Browne,6.3,topaz,Color Alfred Hitchcock Roscoe Lee Browne Drama Thriller 1960s agent cuba intelligence spy
Color,Bob Odenkirk,931,illinois judge male full back nudity revenge wine tasting,Comedy Crime,Dylan Baker,6.0,let's go to prison,Color Bob Odenkirk Dylan Baker Comedy Crime illinois judge male full back nudity revenge wine tasting
Color,Allison Anders,0,bellhop coven gangster hotel new year's eve,Comedy Fantasy,Salma Hayek,6.7,four rooms,Color Allison Anders Salma Hayek Comedy Fantasy bellhop coven gangster hotel new year's eve
Color,Steven Shainberg,15000,bdsm employer employee relationship hospital mental hospital secretary,Comedy Drama Romance,Jeremy Davies,7.1,secretary,Color Steven Shainberg Jeremy Davies Comedy Drama Romance bdsm employer employee relationship hospital mental hospital secretary
Color,Rick de Oliveira,131,cancun mexico mexico spring break vacation wisconsin,Documentary,Laura Ramsey,2.7,the real cancun,Color Rick de Oliveira Laura Ramsey Documentary cancun mexico mexico spring break vacation wisconsin
Color,Oliver Stone,816,listener neo nazi radio radio station radio talk show,Drama,Michael Wincott,7.3,talk radio,Color Oliver Stone Michael Wincott Drama listener neo nazi radio radio station radio talk show
Color,Christopher Guest,0,amateur theater dentist missouri small town travel agent,Comedy,Catherine O'Hara,7.6,waiting for guffman,Color Christopher Guest Catherine O'Hara Comedy amateur theater dentist missouri small town travel agent
Color,Jeff Franklin,309,black comedy marriage marriage proposal not taking no for an answer obsessive woman,Comedy,Ivana Milicevic,5.8,love stinks,Color Jeff Franklin Ivana Milicevic Comedy black comedy marriage marriage proposal not taking no for an answer obsessive woman
Color,John Dahl,830,alcoholic buffalo new york claim in title embalming mortuary,Comedy Crime Romance Thriller,Philip Baker Hall,6.5,you kill me,Color John Dahl Philip Baker Hall Comedy Crime Romance Thriller alcoholic buffalo new york claim in title embalming mortuary
Color,Mike Mills,708,attention deficit disorder debate drugs psychologist school,Comedy Drama,Kelli Garner,6.6,thumbsucker,Color Mike Mills Kelli Garner Comedy Drama attention deficit disorder debate drugs psychologist school
Color,Kevin Smith,16000,atf agent ball gag cult leader pastor pretending to be dead,Action Crime Horror Thriller,Anna Gunn,6.2,red state,Color Kevin Smith Anna Gunn Action Crime Horror Thriller atf agent ball gag cult leader pastor pretending to be dead
Color,Dave McKean,0,circus dark fantasy dream dream world fantasy world,Adventure Fantasy,Stephanie Leonidas,6.9,mirrormask,Color Dave McKean Stephanie Leonidas Adventure Fantasy circus dark fantasy dream dream world fantasy world
Color,Ron Fricke,26000,hall of mirrors mont saint michel france palace of versailles turkey the country yellowstone national park,Documentary Music,Collin Alfredo St. Dic,8.5,samsara,Color Ron Fricke Collin Alfredo St. Dic Documentary Music hall of mirrors mont saint michel france palace of versailles turkey the country yellowstone national park
Color,Ruggero Deodato,550,bare breasts comic relief dragon gladiator harem,Adventure Fantasy,Michael Berryman,4.8,the barbarians,Color Ruggero Deodato Michael Berryman Adventure Fantasy bare breasts comic relief dragon gladiator harem
Color,Gavin Wiesen,0,art teacher artist high school homework principal,Drama Romance,Michael Angarano,6.6,the art of getting by,Color Gavin Wiesen Michael Angarano Drama Romance art teacher artist high school homework principal
Color,Mora Stephens,987,escort f word no opening credits one word title prosecutor,Drama Thriller,Ray Winstone,5.7,zipper,Color Mora Stephens Ray Winstone Drama Thriller escort f word no opening credits one word title prosecutor
Color,Mars Callahan,872,beating hustler jail money revenge,Drama Thriller,Chazz Palminteri,7.0,poolhall junkies,Color Mars Callahan Chazz Palminteri Drama Thriller beating hustler jail money revenge
Color,Mike Figgis,111,1950s italian murder tunisia vomiting,Drama,Kelly Macdonald,5.4,the loss of sexual innocence,Color Mike Figgis Kelly Macdonald Drama 1950s italian murder tunisia vomiting
Color,Leos Carax,12000,boudoir death insanity male full frontal nudity penis,Drama Fantasy,Kylie Minogue,7.1,holy motors,Color Leos Carax Kylie Minogue Drama Fantasy boudoir death insanity male full frontal nudity penis
Color,David Gordon Green,11000,alcoholic cigarette smoking father son relationship teenage boy woods,Drama,Nicolas Cage,6.9,joe,Color David Gordon Green Nicolas Cage Drama alcoholic cigarette smoking father son relationship teenage boy woods
Color,Stefan Schwartz,167,con artist money orphan scam secretary,Comedy Crime Romance,Peter McNamara,6.6,shooting fish,Color Stefan Schwartz Peter McNamara Comedy Crime Romance con artist money orphan scam secretary
Color,Renny Harlin,314,electric chair haunting prison prisoner revenge,Crime Drama Horror Thriller,Viggo Mortensen,5.9,prison,Color Renny Harlin Viggo Mortensen Crime Drama Horror Thriller electric chair haunting prison prisoner revenge
Color,Robert Lee King,614,cliche exchange student slasher spoof surfing,Comedy Horror Mystery,Lauren Ambrose,6.3,psycho beach party,Color Robert Lee King Lauren Ambrose Comedy Horror Mystery cliche exchange student slasher spoof surfing
Color,Kevin Allen,182,competition fake documentary hairdresser nudity reference to liberace,Comedy,Craig Ferguson,6.3,the big tease,Color Kevin Allen Craig Ferguson Comedy competition fake documentary hairdresser nudity reference to liberace
Color,Jorge Ramírez Suárez,0,unknown,Drama,Hector Kotsifakis,7.7,"buen día, ramón",Color Jorge Ramírez Suárez Hector Kotsifakis Drama unknown
Color,David Schwimmer,10000,counselor fbi revenge motive school teenage girl,Crime Drama Thriller,Noah Emmerich,7.0,trust,Color David Schwimmer Noah Emmerich Crime Drama Thriller counselor fbi revenge motive school teenage girl
Color,Barry Levinson,132,alopecia belfast northern ireland ireland irish republican army scalper,Comedy,Anna Friel,6.3,an everlasting piece,Color Barry Levinson Anna Friel Comedy alopecia belfast northern ireland ireland irish republican army scalper
Color,Sam Miller,108,australian female armpit hair friend sheffield yorkshire,Comedy Romance,Rachel Griffiths,5.9,among giants,Color Sam Miller Rachel Griffiths Comedy Romance australian female armpit hair friend sheffield yorkshire
Color,Anne Fontaine,0,beach friend friendship happiness neighbor,Drama Romance,Robin Wright,6.2,adore,Color Anne Fontaine Robin Wright Drama Romance beach friend friendship happiness neighbor
Color,Dan Ireland,98,dying hospital parenthesis in title punctuation in title tears,Comedy Drama Romance,Salma Hayek,5.0,the velocity of gary,Color Dan Ireland Salma Hayek Comedy Drama Romance dying hospital parenthesis in title punctuation in title tears
Color,Fernando León de Aranoa,0,australia bar shipyard siamese twins tuna,Comedy Drama,Luis Tosar,7.7,mondays in the sun,Color Fernando León de Aranoa Luis Tosar Comedy Drama australia bar shipyard siamese twins tuna
Color,Jim Mickle,0,canada post apocalypse road movie vampire vampire hunter,Drama Horror Sci-Fi,Connor Paolo,6.5,stake land,Color Jim Mickle Connor Paolo Drama Horror Sci-Fi canada post apocalypse road movie vampire vampire hunter
Color,unknown,325,cafeteria female protagonist rival teenage girl teenager,Comedy Family Romance,Doug Brochu,6.1,sonny with a chance            ,Color unknown Doug Brochu Comedy Family Romance cafeteria female protagonist rival teenage girl teenager
Color,Stephen Kay,161,1940s female bare foot picket fence tire vomiting,Biography Drama,Keanu Reeves,5.8,the last time i committed suicide,Color Stephen Kay Keanu Reeves Biography Drama 1940s female bare foot picket fence tire vomiting
Color,Karim Aïnouz,278,gay male frontal nudity male nudity male rear nudity nudity,Drama,Wagner Moura,6.1,futuro beach,Color Karim Aïnouz Wagner Moura Drama gay male frontal nudity male nudity male rear nudity nudity
Color,Sam Levinson,798,countryside marriage maryland usa wedding,Comedy Drama,George Kennedy,6.0,another happy day,Color Sam Levinson George Kennedy Comedy Drama countryside marriage maryland usa wedding
Color,Julian Gilbey,0,kidnapper mountaineering scotland scottish highlands sniper,Action Adventure Crime Thriller,Ed Speleers,6.3,a lonely place to die,Color Julian Gilbey Ed Speleers Action Adventure Crime Thriller kidnapper mountaineering scotland scottish highlands sniper
Color,Vincenzo Natali,688,imagination one word title part animation surrealism virtual reality,Comedy Fantasy,David Hewlett,6.3,nothing,Color Vincenzo Natali David Hewlett Comedy Fantasy imagination one word title part animation surrealism virtual reality
Color,Aleksandr Veledinskiy,282,rafting russia school student teacher,Adventure Drama,Konstantin Khabenskiy,7.5,the geographer drank his globe away,Color Aleksandr Veledinskiy Konstantin Khabenskiy Adventure Drama rafting russia school student teacher
Color,Peter H. Hunt,0,continental congress debate declaration of independence massachusetts pennsylvania,Drama Family History Musical,Blythe Danner,7.6,1776,Color Peter H. Hunt Blythe Danner Drama Family History Musical continental congress debate declaration of independence massachusetts pennsylvania
Color,Ruba Nadda,657,unknown,Drama Mystery Romance Thriller,Saad Siddiqui,5.2,inescapable,Color Ruba Nadda Saad Siddiqui Drama Mystery Romance Thriller unknown
 Black and White,Howard Hughes,279,bomb bombing mission munitions oxford royal flying corps,Drama War,Jean Harlow,7.8,hell's angels, Black and White Howard Hughes Jean Harlow Drama War bomb bombing mission munitions oxford royal flying corps
Color,Edward Burns,296,directed by star written and directed by cast member,Comedy Drama Romance,Debra Messing,6.6,purple violets,Color Edward Burns Debra Messing Comedy Drama Romance directed by star written and directed by cast member
Color,Phil Joanou,0,documentary crew mass suicide survivor tied feet tied up while barefoot,Horror,Lily Rabe,4.7,the veil,Color Phil Joanou Lily Rabe Horror documentary crew mass suicide survivor tied feet tied up while barefoot
Color,Sean Byrne,0,escape high school high school prom prom prom king,Horror Thriller,Robin McLeavy,6.7,the loved ones,Color Sean Byrne Robin McLeavy Horror Thriller escape high school high school prom prom prom king
Color,Chris Stokes,531,motel psychopath psychopathic killer road trip vomiting,Horror,Kristen Quintrall,4.2,no vacancy,Color Chris Stokes Kristen Quintrall Horror motel psychopath psychopathic killer road trip vomiting
Color,Mark Griffiths,170,unknown,Comedy Romance,Eric Mabius,6.3,how to fall in love,Color Mark Griffiths Eric Mabius Comedy Romance unknown
Color,Bruce Macdonald,365,boyfriend girlfriend relationship friend praying surfing wave,Adventure Biography Drama Romance,Rachel Hendrix,4.7,the perfect wave,Color Bruce Macdonald Rachel Hendrix Adventure Biography Drama Romance boyfriend girlfriend relationship friend praying surfing wave
Color,Timur Bekmambetov,0,chariot race epic false accusation jerusalem slave,Adventure Drama History,Morgan Freeman,6.0,ben-hur,Color Timur Bekmambetov Morgan Freeman Adventure Drama History chariot race epic false accusation jerusalem slave
Color,Fred Zinnemann,2000,catholic chancellor divorce king henry viii thomas more,Biography Drama History,Robert Shaw,7.9,a man for all seasons,Color Fred Zinnemann Robert Shaw Biography Drama History catholic chancellor divorce king henry viii thomas more
Color,Sidney Lumet,17000,media monologue television television network television news,Drama Romance,Robert Duvall,8.1,network,Color Sidney Lumet Robert Duvall Drama Romance media monologue television television network television news
Color,Victor Fleming,16000,battle of the sexes gallantry honesty indifference scandal,Drama History Romance War,Hattie McDaniel,8.2,gone with the wind,Color Victor Fleming Hattie McDaniel Drama History Romance War battle of the sexes gallantry honesty indifference scandal
Color,Richard Raymond,0,dance dancer dancing desert iran,Biography Drama,Tom Cullen,6.0,desert dancer,Color Richard Raymond Tom Cullen Biography Drama dance dancer dancing desert iran
Color,Sam Peckinpah,251,apache apache indian confederate mexico scout,Adventure War Western,James Coburn,6.8,major dundee,Color Sam Peckinpah James Coburn Adventure War Western apache apache indian confederate mexico scout
Color,Alan Jacobs,237,latina south central los angeles,Drama,Snoop Dogg,7.3,down for life,Color Alan Jacobs Snoop Dogg Drama latina south central los angeles
Color,George Sidney,456,girl gun love sharpshooter the end,Biography Comedy Musical Romance Western,Keenan Wynn,7.0,annie get your gun,Color George Sidney Keenan Wynn Biography Comedy Musical Romance Western girl gun love sharpshooter the end
Color,Christopher Morris,17000,accidental shooting bird crow exploding animal muslim,Comedy Crime Drama,Kayvan Novak,7.3,four lions,Color Christopher Morris Kayvan Novak Comedy Crime Drama accidental shooting bird crow exploding animal muslim
Color,Andrucha Waddington,385,1910s desert dunes goat slave,Drama,Fernanda Montenegro,7.5,house of sand,Color Andrucha Waddington Fernanda Montenegro Drama 1910s desert dunes goat slave
Color,Peter Stebbings,0,gun running organized crime pimp superhero vigilante,Comedy Crime Drama,Michael Kelly,6.8,defendor,Color Peter Stebbings Michael Kelly Comedy Crime Drama gun running organized crime pimp superhero vigilante
Color,Vincente Minnelli,359,hoop horseback riding love pirate singer,Adventure Comedy Musical Romance,Gladys Cooper,7.1,the pirate,Color Vincente Minnelli Gladys Cooper Adventure Comedy Musical Romance hoop horseback riding love pirate singer
Color,Dagur Kári,0,bar bartender death heart attack mentor protege relationship,Drama,Alice Olivia Clarke,6.9,the good heart,Color Dagur Kári Alice Olivia Clarke Drama bar bartender death heart attack mentor protege relationship
Color,Nicholas Hytner,0,gay headmaster oxford school teacher,Comedy Drama,Dominic Cooper,6.9,the history boys,Color Nicholas Hytner Dominic Cooper Comedy Drama gay headmaster oxford school teacher
Color,Jaume Collet-Serra,29000,agriculture airport amnesia nurse scientist,Action Mystery Thriller,Liam Neeson,6.9,unknown,Color Jaume Collet-Serra Liam Neeson Action Mystery Thriller agriculture airport amnesia nurse scientist
Color,unknown,0,colonel doctor korean war major nurse,Comedy Drama War,David Ogden Stiers,8.4,m*a*s*h            ,Color unknown David Ogden Stiers Comedy Drama War colonel doctor korean war major nurse
 Black and White,John Schlesinger,0,gay homosexual homosexuality hustler male rear nudity,Drama,Brenda Vaccaro,7.9,midnight cowboy, Black and White John Schlesinger Brenda Vaccaro Drama gay homosexual homosexuality hustler male rear nudity
Color,Peter Cattaneo,0,dole male stripper northern england steel worker unemployment,Comedy Drama Music,Tom Wilkinson,7.2,the full monty,Color Peter Cattaneo Tom Wilkinson Comedy Drama Music dole male stripper northern england steel worker unemployment
Color,Jim Abrahams,16000,air traffic controller airplane airport pilot spoof,Comedy,Peter Graves,7.8,airplane!,Color Jim Abrahams Peter Graves Comedy air traffic controller airplane airport pilot spoof
Color,Kevin Carraway,358,army michael jai white ohio steve austin,Action Thriller,Michael Jai White,3.5,chain of command,Color Kevin Carraway Michael Jai White Action Thriller army michael jai white ohio steve austin
 Black and White,F. Gary Gray,8000,bully drug dealer first part neighbor neighborhood,Comedy Drama,Nia Long,7.3,friday, Black and White F. Gary Gray Nia Long Comedy Drama bully drug dealer first part neighbor neighborhood
Color,Albert Hughes,0,1990s escape graduation hustler street,Crime Drama Thriller,Jada Pinkett Smith,7.5,menace ii society,Color Albert Hughes Jada Pinkett Smith Crime Drama Thriller 1990s escape graduation hustler street
Color,unknown,14000,music business new york city record executive record label singer,Drama Music,Ta'Rhonda Jones,7.8,empire            ,Color unknown Ta'Rhonda Jones Drama Music music business new york city record executive record label singer
Color,Michael Gornick,1000,anthology hit and run hit by a car living statue melting woman,Comedy Fantasy Horror Thriller,George Kennedy,6.0,creepshow 2,Color Michael Gornick George Kennedy Comedy Fantasy Horror Thriller anthology hit and run hit by a car living statue melting woman
Color,Sam Peckinpah,357,desert partner prostitute stagecoach water,Comedy Drama Romance Western,Slim Pickens,7.3,the ballad of cable hogue,Color Sam Peckinpah Slim Pickens Comedy Drama Romance Western desert partner prostitute stagecoach water
 Black and White,Richard Brooks,0,homoeroticism kansas murder police robbery,Biography Crime Drama History,John Forsythe,8.0,in cold blood, Black and White Richard Brooks John Forsythe Biography Crime Drama History homoeroticism kansas murder police robbery
Color,Fred Zinnemann,930,belgium congo convent nun nurse,Drama,Colleen Dewhurst,7.6,the nun's story,Color Fred Zinnemann Colleen Dewhurst Drama belgium congo convent nun nurse
Color,Jack Smight,470,kidnapping los angeles california neo noir private detective ransom,Action Crime Drama Mystery Thriller,Janet Leigh,7.0,harper,Color Jack Smight Janet Leigh Action Crime Drama Mystery Thriller kidnapping los angeles california neo noir private detective ransom
Color,Alfred Hitchcock,0,penknife police rape serial killer united kingdom,Thriller,Bernard Cribbins,7.5,frenzy,Color Alfred Hitchcock Bernard Cribbins Thriller penknife police rape serial killer united kingdom
Color,Robert Eggers,43000,black magic goat isolation naked woman witch,Horror Mystery,Julian Richings,6.8,the witch,Color Robert Eggers Julian Richings Horror Mystery black magic goat isolation naked woman witch
Color,Michael Martin,280,friend obscenity scam vacant lot van,Comedy,Joe Estevez,3.9,i got the hook up,Color Michael Martin Joe Estevez Comedy friend obscenity scam vacant lot van
Color,Edward Burns,453,claim in title infidelity irish american love sex,Comedy Drama Romance,John Mahoney,6.1,she's the one,Color Edward Burns John Mahoney Comedy Drama Romance claim in title infidelity irish american love sex
 Black and White,Bill Condon,0,friendship gardener gay interest homosexual memory,Biography Drama,Brendan Fraser,7.5,gods and monsters, Black and White Bill Condon Brendan Fraser Biography Drama friendship gardener gay interest homosexual memory
Color,Juan José Campanella,33000,investigation justice murder suspect tension,Drama Mystery Thriller,Ricardo Darín,8.2,the secret in their eyes,Color Juan José Campanella Ricardo Darín Drama Mystery Thriller investigation justice murder suspect tension
Color,George A. Romero,3000,bunker experiment military research scientist,Horror,Greg Nicotero,7.2,day of the dead,Color George A. Romero Greg Nicotero Horror bunker experiment military research scientist
Color,Gideon Raff,804,blood splatter heart ripped out jock strap train vomiting,Horror Thriller,Gideon Emery,4.8,train,Color Gideon Raff Gideon Emery Horror Thriller blood splatter heart ripped out jock strap train vomiting
Color,Sam Raimi,0,cabin cabin in the woods demon evil dead woods,Comedy Fantasy Horror Thriller,Ted Raimi,7.8,evil dead ii,Color Sam Raimi Ted Raimi Comedy Fantasy Horror Thriller cabin cabin in the woods demon evil dead woods
Color,Louis C.K.,0,based on sketch comedy corporation cult film evil corporation sex,Action Adventure Comedy Musical,Wanda Sykes,5.2,pootie tang,Color Louis C.K. Wanda Sykes Action Adventure Comedy Musical based on sketch comedy corporation cult film evil corporation sex
Color,Anthony C. Ferrante,93000,cult film hurricane school bus shark shark feature,Horror,Ian Ziering,3.3,sharknado,Color Anthony C. Ferrante Ian Ziering Horror cult film hurricane school bus shark shark feature
Color,Salvador Carrasco,140,1520s aztec indian spanish colonization spanish conquest,Drama History,Elpidia Carrillo,6.8,la otra conquista,Color Salvador Carrasco Elpidia Carrillo Drama History 1520s aztec indian spanish colonization spanish conquest
Color,André Øvredal,38000,bear cameraman hunter secret government agency troll,Comedy Drama Fantasy Horror,Otto Jespersen,7.0,trollhunter,Color André Øvredal Otto Jespersen Comedy Drama Fantasy Horror bear cameraman hunter secret government agency troll
Color,Robert Cary,360,erectile dysfunction mugger mugging subway robbery therapy,Comedy Romance,Frances Conroy,6.5,ira & abby,Color Robert Cary Frances Conroy Comedy Romance erectile dysfunction mugger mugging subway robbery therapy
Color,Akiva Schaffer,15000,alien escape manager neighborhood watch ohio,Action Comedy Sci-Fi,Will Forte,5.7,the watch,Color Akiva Schaffer Will Forte Action Comedy Sci-Fi alien escape manager neighborhood watch ohio
Color,Adam Rapp,414,love michigan musician novelist student,Comedy Drama,Zooey Deschanel,6.4,winter passing,Color Adam Rapp Zooey Deschanel Comedy Drama love michigan musician novelist student
Color,Angela Robinson,1000,1959 cadillac diamonds female villain force field voyeurism,Action Comedy Romance,Jordana Brewster,5.3,d.e.b.s.,Color Angela Robinson Jordana Brewster Action Comedy Romance 1959 cadillac diamonds female villain force field voyeurism
Color,Warren P. Sonoda,0,unknown,Action Biography Crime Drama Family Fantasy,Diahann Carroll,4.7,the masked saint,Color Warren P. Sonoda Diahann Carroll Action Biography Crime Drama Family Fantasy unknown
Color,Amanda Gusack,127,blood splatter ski mask stolen money vomiting warehouse,Crime Drama Mystery Thriller,Alice Krige,6.1,the betrayed,Color Amanda Gusack Alice Krige Crime Drama Mystery Thriller blood splatter ski mask stolen money vomiting warehouse
Color,Avi Nesher,18,bar box office flop dance one word title voice over narration,Action Comedy Crime Thriller,Fisher Stevens,5.5,taxman,Color Avi Nesher Fisher Stevens Action Comedy Crime Thriller bar box office flop dance one word title voice over narration
Color,unknown,405,adultery baptist church dentist double murder tv mini series,Drama Thriller,James Nesbitt,7.3,the secret            ,Color unknown James Nesbitt Drama Thriller adultery baptist church dentist double murder tv mini series
Color,Charles Adelman,211,death forensic murder profiler serial killer,Horror Thriller,Teri Polo,4.8,2:13,Color Charles Adelman Teri Polo Horror Thriller death forensic murder profiler serial killer
Color,Jay Oliva,5000,batman joker mutant tattoo on breast the joker,Action Animation Crime Sci-Fi Thriller,Michael Emerson,8.4,"batman: the dark knight returns, part 2",Color Jay Oliva Michael Emerson Action Animation Crime Sci-Fi Thriller batman joker mutant tattoo on breast the joker
Color,Charles Ferguson,121,unknown,Documentary,Jane Goodall,7.0,time to choose,Color Charles Ferguson Jane Goodall Documentary unknown
Color,Uwe Boll,721,castle dragon kidnapping satire sword and sorcery,Action Adventure Fantasy Thriller,Bashar Rahal,3.3,in the name of the king: the last job,Color Uwe Boll Bashar Rahal Action Adventure Fantasy Thriller castle dragon kidnapping satire sword and sorcery
Color,Mark Young,482,chess drugs love meth pawn,Action Crime Drama Thriller,Alexa PenaVega,5.4,wicked blood,Color Mark Young Alexa PenaVega Action Crime Drama Thriller chess drugs love meth pawn
Color,Daniel Petrie Jr.,570,desert held at gunpoint marine revenge sex on table,Drama Thriller,Chris Brochu,4.8,dawn patrol,Color Daniel Petrie Jr. Chris Brochu Drama Thriller desert held at gunpoint marine revenge sex on table
Color,Antonio Simoncini,606,gang leader italian woman period piece purgatory suicide,Crime Mystery Thriller,Ray Winstone,3.1,lords of london,Color Antonio Simoncini Ray Winstone Crime Mystery Thriller gang leader italian woman period piece purgatory suicide
Color,Mel Brooks,0,belldon's hysteria high anxiety hitchcockian murder parody,Comedy,Madeline Kahn,6.7,high anxiety,Color Mel Brooks Madeline Kahn Comedy belldon's hysteria high anxiety hitchcockian murder parody
Color,Luc Jacquet,0,chick emperor penguin journey ocean penguin,Documentary,Morgan Freeman,7.6,march of the penguins,Color Luc Jacquet Morgan Freeman Documentary chick emperor penguin journey ocean penguin
Color,J.C. Chandor,21000,capital management financial crisis financial disaster investment fraud management,Biography Drama Thriller,Kevin Spacey,7.1,margin call,Color J.C. Chandor Kevin Spacey Biography Drama Thriller capital management financial crisis financial disaster investment fraud management
Color,Eldar Rapaport,224,apartment gay parent job interview male pubic hair pubic hair,Drama Romance,Murray Bartlett,6.1,august,Color Eldar Rapaport Murray Bartlett Drama Romance apartment gay parent job interview male pubic hair pubic hair
Color,Clark Gregg,0,choking friend hospital restaurant scam,Comedy Drama,Anjelica Huston,6.5,choke,Color Clark Gregg Anjelica Huston Comedy Drama choking friend hospital restaurant scam
Color,Damien Chazelle,129000,conservatory drummer emotional abuse music school obsession,Drama Music,J.K. Simmons,8.5,whiplash,Color Damien Chazelle J.K. Simmons Drama Music conservatory drummer emotional abuse music school obsession
Color,Fernando Meirelles,28000,coming of age male frontal nudity male nudity photographer slum,Crime Drama,Alice Braga,8.7,city of god,Color Fernando Meirelles Alice Braga Crime Drama coming of age male frontal nudity male nudity photographer slum
Color,Justin Kerrigan,0,friday friend hip hop techno rave weekend,Comedy Music,Danny Dyer,7.1,human traffic,Color Justin Kerrigan Danny Dyer Comedy Music friday friend hip hop techno rave weekend
Color,Nathan Frankowski,0,character name in title depression drugs one word title,Biography Drama Music,Corbin Bleu,6.6,day one,Color Nathan Frankowski Corbin Bleu Biography Drama Music character name in title depression drugs one word title
Color,Karen Moncrieff,799,dead girl girl granddaughter morgue storage unit,Crime Drama Mystery,James Franco,6.7,the dead girl,Color Karen Moncrieff James Franco Crime Drama Mystery dead girl girl granddaughter morgue storage unit
Color,Thomas Vinterberg,60000,deer gun gunshot hunt kindergarten teacher,Drama,Thomas Bo Larsen,8.3,the hunt,Color Thomas Vinterberg Thomas Bo Larsen Drama deer gun gunshot hunt kindergarten teacher
Color,Bob Clark,18000,bb gun boy bully christmas tongue stuck on a pole,Comedy Family,Zack Ward,8.1,a christmas story,Color Bob Clark Zack Ward Comedy Family bb gun boy bully christmas tongue stuck on a pole
Color,Alejandro Monteverde,0,inter cultural latino restaurant soccer train,Drama Romance,Armando Riesco,7.4,bella,Color Alejandro Monteverde Armando Riesco Drama Romance inter cultural latino restaurant soccer train
Color,Mark L. Lester,934,back to school city high school sadism teacher,Action Crime Drama Thriller,Roddy McDowall,6.6,class of 1984,Color Mark L. Lester Roddy McDowall Action Crime Drama Thriller back to school city high school sadism teacher
Color,Jennifer Finnigan,0,bare breasts,Comedy,Geoff Stults,4.5,the opposite sex,Color Jennifer Finnigan Geoff Stults Comedy bare breasts
Color,Eric Styles,100,love crime love triangle lust sister sister relationship unrequited love,Drama Romance,Samantha Morton,6.4,dreaming of joseph lees,Color Eric Styles Samantha Morton Drama Romance love crime love triangle lust sister sister relationship unrequited love
